vaccine_application_date,dose_vaccine,n_cases
5/30/2021,2a dose ou unica,6129
5/31/2021,1a dose,647251
5/31/2021,1o reforco,10
5/31/2021,2a dose ou unica,132455
6/1/2021,1a dose,840119
6/1/2021,1o reforco,22
6/1/2021,2a dose ou unica,205606
6/2/2021,1a dose,1053906
6/2/2021,1o reforco,11
6/2/2021,2a dose ou unica,197056
6/3/2021,1a dose,465294
6/3/2021,1o reforco,14
6/3/2021,2a dose ou unica,57726
6/4/2021,1a dose,706876
6/4/2021,1o reforco,18
6/4/2021,2a dose ou unica,92694
6/5/2021,1a dose,444441
6/5/2021,1o reforco,18
6/5/2021,2a dose ou unica,41940
6/6/2021,1a dose,89345
6/6/2021,1o reforco,6
6/6/2021,2a dose ou unica,4629
6/7/2021,1a dose,969163
6/7/2021,1o reforco,25
6/7/2021,2a dose ou unica,129852
6/8/2021,1a dose,1106330
6/8/2021,1o reforco,12
6/8/2021,2a dose ou unica,105228
6/9/2021,1a dose,1151237
6/9/2021,1o reforco,15
6/9/2021,2a dose ou unica,84692
6/9/2021,2o reforco,8
6/10/2021,1a dose,1162589
6/10/2021,1o reforco,18
6/10/2021,2a dose ou unica,77051
6/11/2021,1a dose,1265309
6/11/2021,1o reforco,59
6/11/2021,2a dose ou unica,68454
6/12/2021,1a dose,859646
6/12/2021,1o reforco,8
6/12/2021,2a dose ou unica,17963
6/13/2021,1a dose,203911
6/13/2021,1o reforco,6
6/13/2021,2a dose ou unica,3913
6/14/2021,1a dose,1188946
6/14/2021,1o reforco,19
6/14/2021,2a dose ou unica,75926
6/15/2021,1a dose,1382322
6/15/2021,1o reforco,18
6/15/2021,2a dose ou unica,86134
6/15/2021,2o reforco,18
6/16/2021,1a dose,1568967
6/16/2021,1o reforco,46
6/16/2021,2a dose ou unica,107956
6/16/2021,2o reforco,45
6/17/2021,1a dose,1462844
6/17/2021,1o reforco,43
6/17/2021,2a dose ou unica,92330
6/18/2021,1a dose,1384079
6/18/2021,1o reforco,23
6/18/2021,2a dose ou unica,83747
6/18/2021,2o reforco,10
6/19/2021,1a dose,1086101
6/19/2021,1o reforco,12
6/19/2021,2a dose ou unica,98721
6/20/2021,1a dose,230041
6/20/2021,1o reforco,33
6/20/2021,2a dose ou unica,20504
6/21/2021,1a dose,1168515
6/21/2021,1o reforco,13
6/21/2021,2a dose ou unica,137396
6/22/2021,1a dose,1222143
6/22/2021,1o reforco,52
6/22/2021,2a dose ou unica,172058
6/23/2021,1a dose,1220473
6/23/2021,1o reforco,45
6/23/2021,2a dose ou unica,141296
6/24/2021,1a dose,989177
6/24/2021,1o reforco,29
6/24/2021,2a dose ou unica,99576
6/25/2021,1a dose,1049450
6/25/2021,1o reforco,141
6/25/2021,2a dose ou unica,169653
6/26/2021,1a dose,843999
6/26/2021,1o reforco,41
6/26/2021,2a dose ou unica,191285
6/27/2021,1a dose,146793
6/27/2021,1o reforco,31
6/27/2021,2a dose ou unica,36059
6/28/2021,1a dose,1044561
6/28/2021,1o reforco,62
6/28/2021,2a dose ou unica,437441
6/29/2021,1a dose,1189107
6/29/2021,1o reforco,31
6/29/2021,2a dose ou unica,357665
6/30/2021,1a dose,1156256
6/30/2021,1o reforco,70
6/30/2021,2a dose ou unica,363200
7/1/2021,1a dose,1053939
7/1/2021,1o reforco,44
7/1/2021,2a dose ou unica,280109
7/2/2021,1a dose,1160641
7/2/2021,1o reforco,26
7/2/2021,2a dose ou unica,291170
7/3/2021,1a dose,748982
7/3/2021,1o reforco,20
7/3/2021,2a dose ou unica,173965
7/4/2021,1a dose,142161
7/4/2021,1o reforco,5
7/4/2021,2a dose ou unica,58993
7/5/2021,1a dose,1157550
7/5/2021,1o reforco,41
7/5/2021,2a dose ou unica,373473
7/5/2021,2o reforco,14
7/6/2021,1a dose,1241146
7/6/2021,1o reforco,193
7/6/2021,2a dose ou unica,594213
7/6/2021,2o reforco,2
7/7/2021,1a dose,1126964
7/7/2021,1o reforco,172
7/7/2021,2a dose ou unica,873645
7/8/2021,1a dose,1076299
7/8/2021,1o reforco,66
7/8/2021,2a dose ou unica,679182
7/9/2021,1a dose,940997
7/9/2021,1o reforco,228
7/9/2021,2a dose ou unica,587892
7/10/2021,1a dose,628392
7/10/2021,1o reforco,28
7/10/2021,2a dose ou unica,328038
7/11/2021,1a dose,81306
7/11/2021,1o reforco,3
7/11/2021,2a dose ou unica,62946
7/12/2021,1a dose,932406
7/12/2021,1o reforco,99
7/12/2021,2a dose ou unica,655119
7/12/2021,2o reforco,2
7/13/2021,1a dose,836788
7/13/2021,1o reforco,179
7/13/2021,2a dose ou unica,675642
7/14/2021,1a dose,818526
7/14/2021,1o reforco,76
7/14/2021,2a dose ou unica,783494
7/14/2021,2o reforco,7
7/15/2021,1a dose,777222
7/15/2021,1o reforco,29
7/15/2021,2a dose ou unica,646048
7/16/2021,1a dose,922491
7/16/2021,1o reforco,24
7/16/2021,2a dose ou unica,653999
7/17/2021,1a dose,852818
7/17/2021,1o reforco,21
7/17/2021,2a dose ou unica,343184
7/18/2021,1a dose,123701
7/18/2021,1o reforco,6
7/18/2021,2a dose ou unica,38416
7/19/2021,1a dose,1099500
7/19/2021,1o reforco,46
7/19/2021,2a dose ou unica,663445
7/20/2021,1a dose,1121726
7/20/2021,1o reforco,81
7/20/2021,2a dose ou unica,664146
7/21/2021,1a dose,1114738
7/21/2021,1o reforco,74
7/21/2021,2a dose ou unica,758063
7/22/2021,1a dose,1280591
7/22/2021,1o reforco,60
7/22/2021,2a dose ou unica,756262
7/22/2021,2o reforco,1
7/23/2021,1a dose,1399552
7/23/2021,1o reforco,44
7/23/2021,2a dose ou unica,644051
7/24/2021,1a dose,621262
7/24/2021,1o reforco,17
7/24/2021,2a dose ou unica,284544
7/25/2021,1a dose,93612
7/25/2021,1o reforco,6
7/25/2021,2a dose ou unica,57244
7/26/2021,1a dose,842919
7/26/2021,1o reforco,24
7/26/2021,2a dose ou unica,700392
7/27/2021,1a dose,845067
7/27/2021,1o reforco,67
7/27/2021,2a dose ou unica,847067
7/28/2021,1a dose,705226
7/28/2021,1o reforco,47
7/28/2021,2a dose ou unica,813747
7/29/2021,1a dose,902509
7/29/2021,1o reforco,83
7/29/2021,2a dose ou unica,846721
7/30/2021,1a dose,1046915
7/30/2021,1o reforco,41
7/30/2021,2a dose ou unica,687903
7/31/2021,1a dose,478350
7/31/2021,1o reforco,17
7/31/2021,2a dose ou unica,294002
8/1/2021,1a dose,116682
8/1/2021,1o reforco,1
8/1/2021,2a dose ou unica,52593
8/2/2021,1a dose,977471
8/2/2021,1o reforco,36
8/2/2021,2a dose ou unica,637122
8/3/2021,1a dose,1276519
8/3/2021,1o reforco,48
8/3/2021,2a dose ou unica,674969
8/4/2021,1a dose,1202310
8/4/2021,1o reforco,38
8/4/2021,2a dose ou unica,755253
8/5/2021,1a dose,1246704
8/5/2021,1o reforco,56
8/5/2021,2a dose ou unica,706360
8/6/2021,1a dose,1239437
8/6/2021,1o reforco,92
8/6/2021,2a dose ou unica,772537
8/7/2021,1a dose,710382
8/7/2021,1o reforco,29
8/7/2021,2a dose ou unica,315804
8/8/2021,1a dose,71903
8/8/2021,1o reforco,9
8/8/2021,2a dose ou unica,98782
8/9/2021,1a dose,1126232
8/9/2021,1o reforco,78
8/9/2021,2a dose ou unica,779449
8/10/2021,1a dose,1679532
8/10/2021,1o reforco,127
8/10/2021,2a dose ou unica,809015
8/10/2021,2o reforco,13
8/11/2021,1a dose,1494008
8/11/2021,1o reforco,152
8/11/2021,2a dose ou unica,782274
8/12/2021,1a dose,1577440
8/12/2021,1o reforco,74
8/12/2021,2a dose ou unica,813140
8/13/2021,1a dose,1567066
8/13/2021,1o reforco,114
8/13/2021,2a dose ou unica,817032
8/14/2021,1a dose,1222666
8/14/2021,1o reforco,99
8/14/2021,2a dose ou unica,424299
8/15/2021,1a dose,358552
8/15/2021,1o reforco,31
8/15/2021,2a dose ou unica,88721
8/16/2021,1a dose,1280513
8/16/2021,1o reforco,84
8/16/2021,2a dose ou unica,942114
8/17/2021,1a dose,1412895
8/17/2021,1o reforco,142
8/17/2021,2a dose ou unica,1020581
8/18/2021,1a dose,1427575
8/18/2021,1o reforco,101
8/18/2021,2a dose ou unica,1045822
8/18/2021,2o reforco,10
8/19/2021,1a dose,1272930
8/19/2021,1o reforco,289
8/19/2021,2a dose ou unica,1023848
8/20/2021,1a dose,1091214
8/20/2021,1o reforco,190
8/20/2021,2a dose ou unica,1061433
8/21/2021,1a dose,880244
8/21/2021,1o reforco,198
8/21/2021,2a dose ou unica,373856
8/22/2021,1a dose,164127
8/22/2021,1o reforco,140
8/22/2021,2a dose ou unica,62483
8/23/2021,1a dose,1027386
8/23/2021,1o reforco,63
8/23/2021,2a dose ou unica,1008923
8/23/2021,2o reforco,17
8/24/2021,1a dose,1106240
8/24/2021,1o reforco,110
8/24/2021,2a dose ou unica,990590
8/24/2021,2o reforco,1
8/25/2021,1a dose,1022357
8/25/2021,1o reforco,85
8/25/2021,2a dose ou unica,1071433
8/25/2021,2o reforco,60
8/26/2021,1a dose,1070788
8/26/2021,1o reforco,289
8/26/2021,2a dose ou unica,943546
8/27/2021,1a dose,935962
8/27/2021,1o reforco,1178
8/27/2021,2a dose ou unica,1080162
8/28/2021,1a dose,607335
8/28/2021,1o reforco,1384
8/28/2021,2a dose ou unica,557185
8/29/2021,1a dose,137051
8/29/2021,1o reforco,560
8/29/2021,2a dose ou unica,84073
8/30/2021,1a dose,987698
8/30/2021,1o reforco,2379
8/30/2021,2a dose ou unica,1217653
8/31/2021,1a dose,1022196
8/31/2021,1o reforco,3866
8/31/2021,2a dose ou unica,1257011
9/1/2021,1a dose,863827
9/1/2021,1o reforco,4809
9/1/2021,2a dose ou unica,1338036
9/1/2021,2o reforco,1
9/2/2021,1a dose,741040
9/2/2021,1o reforco,5624
9/2/2021,2a dose ou unica,1459069
9/2/2021,2o reforco,1
9/3/2021,1a dose,745232
9/3/2021,1o reforco,7833
9/3/2021,2a dose ou unica,1412389
9/4/2021,1a dose,336649
9/4/2021,1o reforco,6132
9/4/2021,2a dose ou unica,563700
9/5/2021,1a dose,50414
9/5/2021,1o reforco,2251
9/5/2021,2a dose ou unica,92271
9/6/2021,1a dose,367197
9/6/2021,1o reforco,20307
9/6/2021,2a dose ou unica,605474
9/7/2021,1a dose,70889
9/7/2021,1o reforco,2838
9/7/2021,2a dose ou unica,166963
9/8/2021,1a dose,571704
9/8/2021,1o reforco,15388
9/8/2021,2a dose ou unica,1919185
9/9/2021,1a dose,684738
9/9/2021,1o reforco,23461
9/9/2021,2a dose ou unica,2278328
9/9/2021,2o reforco,1
9/10/2021,1a dose,725352
9/10/2021,1o reforco,30318
9/10/2021,2a dose ou unica,1593638
9/10/2021,2o reforco,7
9/11/2021,1a dose,356771
9/11/2021,1o reforco,24110
9/11/2021,2a dose ou unica,649362
9/12/2021,1a dose,55458
9/12/2021,1o reforco,2386
9/12/2021,2a dose ou unica,97293
9/13/2021,1a dose,555234
9/13/2021,1o reforco,44414
9/13/2021,2a dose ou unica,1537755
9/14/2021,1a dose,599294
9/14/2021,1o reforco,47785
9/14/2021,2a dose ou unica,1550338
9/14/2021,2o reforco,96
9/15/2021,1a dose,682499
9/15/2021,1o reforco,59713
9/15/2021,2a dose ou unica,1316385
9/15/2021,2o reforco,31
9/16/2021,1a dose,676398
9/16/2021,1o reforco,58500
9/16/2021,2a dose ou unica,1250154
9/17/2021,1a dose,531546
9/17/2021,1o reforco,64362
9/17/2021,2a dose ou unica,1159095
9/17/2021,2o reforco,2
9/18/2021,1a dose,248660
9/18/2021,1o reforco,45880
9/18/2021,2a dose ou unica,525845
9/19/2021,1a dose,43235
9/19/2021,1o reforco,3524
9/19/2021,2a dose ou unica,75260
9/20/2021,1a dose,378897
9/20/2021,1o reforco,57218
9/20/2021,2a dose ou unica,1139309
9/21/2021,1a dose,463801
9/21/2021,1o reforco,87886
9/21/2021,2a dose ou unica,1291047
9/22/2021,1a dose,532761
9/22/2021,1o reforco,98801
9/22/2021,2a dose ou unica,1251211
9/22/2021,2o reforco,55
9/23/2021,1a dose,511643
9/23/2021,1o reforco,110965
9/23/2021,2a dose ou unica,1472334
9/23/2021,2o reforco,2
9/24/2021,1a dose,537533
9/24/2021,1o reforco,105185
9/24/2021,2a dose ou unica,1204351
9/25/2021,1a dose,342880
9/25/2021,1o reforco,73903
9/25/2021,2a dose ou unica,702522
9/26/2021,1a dose,25129
9/26/2021,1o reforco,7879
9/26/2021,2a dose ou unica,87490
9/27/2021,1a dose,397665
9/27/2021,1o reforco,145403
9/27/2021,2a dose ou unica,1224008
9/27/2021,2o reforco,3
9/28/2021,1a dose,450398
9/28/2021,1o reforco,152330
9/28/2021,2a dose ou unica,1268845
9/29/2021,1a dose,451714
9/29/2021,1o reforco,162835
9/29/2021,2a dose ou unica,1191972
9/29/2021,2o reforco,71
9/30/2021,1a dose,438263
9/30/2021,1o reforco,161948
9/30/2021,2a dose ou unica,1163688
9/30/2021,2o reforco,30
10/1/2021,1a dose,357856
10/1/2021,1o reforco,165745
10/1/2021,2a dose ou unica,994396
10/2/2021,1a dose,256859
10/2/2021,1o reforco,121494
10/2/2021,2a dose ou unica,596514
10/3/2021,1a dose,24809
10/3/2021,1o reforco,10240
10/3/2021,2a dose ou unica,59945
10/4/2021,1a dose,293954
10/4/2021,1o reforco,243088
10/4/2021,2a dose ou unica,969458
10/5/2021,1a dose,322159
10/5/2021,1o reforco,315149
10/5/2021,2a dose ou unica,1034282
10/5/2021,2o reforco,11
10/6/2021,1a dose,320102
10/6/2021,1o reforco,376597
10/6/2021,2a dose ou unica,1060810
10/6/2021,2o reforco,33
10/7/2021,1a dose,305327
10/7/2021,1o reforco,401275
10/7/2021,2a dose ou unica,1054445
10/7/2021,2o reforco,5
10/8/2021,1a dose,326335
10/8/2021,1o reforco,384135
10/8/2021,2a dose ou unica,1015845
10/9/2021,1a dose,113639
10/9/2021,1o reforco,122908
10/9/2021,2a dose ou unica,395746
10/10/2021,1a dose,12226
10/10/2021,1o reforco,22731
10/10/2021,2a dose ou unica,65195
10/11/2021,1a dose,78442
10/11/2021,1o reforco,122457
10/11/2021,2a dose ou unica,397557
10/11/2021,2o reforco,2
10/12/2021,1a dose,19588
10/12/2021,1o reforco,33590
10/12/2021,2a dose ou unica,78048
10/13/2021,1a dose,203833
10/13/2021,1o reforco,457037
10/13/2021,2a dose ou unica,1208462
10/13/2021,2o reforco,3
10/14/2021,1a dose,240442
10/14/2021,1o reforco,537988
10/14/2021,2a dose ou unica,1329157
10/14/2021,2o reforco,3
10/15/2021,1a dose,202143
10/15/2021,1o reforco,417888
10/15/2021,2a dose ou unica,1134043
10/15/2021,2o reforco,1
10/16/2021,1a dose,144411
10/16/2021,1o reforco,209904
10/16/2021,2a dose ou unica,546151
10/17/2021,1a dose,14014
10/17/2021,1o reforco,17160
10/17/2021,2a dose ou unica,63552
10/18/2021,1a dose,167783
10/18/2021,1o reforco,367255
10/18/2021,2a dose ou unica,1013627
10/18/2021,2o reforco,1
10/19/2021,1a dose,196277
10/19/2021,1o reforco,434220
10/19/2021,2a dose ou unica,1076316
10/19/2021,2o reforco,5
10/20/2021,1a dose,205837
10/20/2021,1o reforco,415900
10/20/2021,2a dose ou unica,1042624
10/21/2021,1a dose,267083
10/21/2021,1o reforco,427221
10/21/2021,2a dose ou unica,1005927
10/21/2021,2o reforco,123
10/22/2021,1a dose,274018
10/22/2021,1o reforco,402267
10/22/2021,2a dose ou unica,931622
10/22/2021,2o reforco,15
10/23/2021,1a dose,100489
10/23/2021,1o reforco,151143
10/23/2021,2a dose ou unica,361819
10/24/2021,1a dose,23534
10/24/2021,1o reforco,13539
10/24/2021,2a dose ou unica,49928
10/25/2021,1a dose,212788
10/25/2021,1o reforco,411748
10/25/2021,2a dose ou unica,926795
10/25/2021,2o reforco,2
10/26/2021,1a dose,232623
10/26/2021,1o reforco,459701
10/26/2021,2a dose ou unica,1054456
10/26/2021,2o reforco,22
10/27/2021,1a dose,223535
10/27/2021,1o reforco,450818
10/27/2021,2a dose ou unica,1023649
10/27/2021,2o reforco,11
10/28/2021,1a dose,202607
10/28/2021,1o reforco,433492
10/28/2021,2a dose ou unica,882344
10/28/2021,2o reforco,30
10/29/2021,1a dose,130786
10/29/2021,1o reforco,330845
10/29/2021,2a dose ou unica,688402
10/29/2021,2o reforco,3
10/30/2021,1a dose,63501
10/30/2021,1o reforco,93524
10/30/2021,2a dose ou unica,268341
10/31/2021,1a dose,16931
10/31/2021,1o reforco,10946
10/31/2021,2a dose ou unica,43842
11/1/2021,1a dose,28927
11/1/2021,1o reforco,62999
11/1/2021,2a dose ou unica,180337
11/2/2021,1a dose,13543
11/2/2021,1o reforco,27544
11/2/2021,2a dose ou unica,80352
11/2/2021,2o reforco,1
11/3/2021,1a dose,143944
11/3/2021,1o reforco,380338
11/3/2021,2a dose ou unica,1009066
11/3/2021,2o reforco,5
11/4/2021,1a dose,171874
11/4/2021,1o reforco,402071
11/4/2021,2a dose ou unica,1009568
11/4/2021,2o reforco,32
11/5/2021,1a dose,191440
11/5/2021,1o reforco,376809
11/5/2021,2a dose ou unica,971221
11/5/2021,2o reforco,34
11/6/2021,1a dose,66794
11/6/2021,1o reforco,109873
11/6/2021,2a dose ou unica,313591
11/7/2021,1a dose,14579
11/7/2021,1o reforco,16032
11/7/2021,2a dose ou unica,44263
11/8/2021,1a dose,155474
11/8/2021,1o reforco,335143
11/8/2021,2a dose ou unica,822297
11/8/2021,2o reforco,21
11/9/2021,1a dose,170768
11/9/2021,1o reforco,350402
11/9/2021,2a dose ou unica,852395
11/9/2021,2o reforco,53
11/10/2021,1a dose,157805
11/10/2021,1o reforco,329509
11/10/2021,2a dose ou unica,803971
11/10/2021,2o reforco,5
11/11/2021,1a dose,152312
11/11/2021,1o reforco,344594
11/11/2021,2a dose ou unica,863012
11/11/2021,2o reforco,6
11/12/2021,1a dose,130724
11/12/2021,1o reforco,294739
11/12/2021,2a dose ou unica,754586
11/12/2021,2o reforco,47
11/13/2021,1a dose,37068
11/13/2021,1o reforco,75490
11/13/2021,2a dose ou unica,251656
11/13/2021,2o reforco,24
11/14/2021,1a dose,8902
11/14/2021,1o reforco,9117
11/14/2021,2a dose ou unica,32603
11/15/2021,1a dose,14642
11/15/2021,1o reforco,20691
11/15/2021,2a dose ou unica,60819
11/16/2021,1a dose,110192
11/16/2021,1o reforco,301840
11/16/2021,2a dose ou unica,734190
11/16/2021,2o reforco,12
11/17/2021,1a dose,119413
11/17/2021,1o reforco,357304
11/17/2021,2a dose ou unica,756903
11/17/2021,2o reforco,9
11/18/2021,1a dose,112331
11/18/2021,1o reforco,375611
11/18/2021,2a dose ou unica,673767
11/18/2021,2o reforco,52
11/19/2021,1a dose,93305
11/19/2021,1o reforco,270212
11/19/2021,2a dose ou unica,569593
11/19/2021,2o reforco,16
11/20/2021,1a dose,71631
11/20/2021,1o reforco,192845
11/20/2021,2a dose ou unica,318676
11/20/2021,2o reforco,3
11/21/2021,1a dose,5935
11/21/2021,1o reforco,14652
11/21/2021,2a dose ou unica,30592
11/22/2021,1a dose,81194
11/22/2021,1o reforco,242925
11/22/2021,2a dose ou unica,507556
11/22/2021,2o reforco,1
11/23/2021,1a dose,88403
11/23/2021,1o reforco,253998
11/23/2021,2a dose ou unica,566276
11/23/2021,2o reforco,19
11/24/2021,1a dose,55630
11/24/2021,1o reforco,138867
11/24/2021,2a dose ou unica,288671
11/24/2021,2o reforco,20
11/25/2021,1a dose,104231
11/25/2021,1o reforco,236690
11/25/2021,2a dose ou unica,544210
11/25/2021,2o reforco,26
11/26/2021,1a dose,92032
11/26/2021,1o reforco,210874
11/26/2021,2a dose ou unica,503240
11/26/2021,2o reforco,21
11/27/2021,1a dose,34322
11/27/2021,1o reforco,67790
11/27/2021,2a dose ou unica,176492
11/28/2021,1a dose,2591
11/28/2021,1o reforco,11953
11/28/2021,2a dose ou unica,22081
11/29/2021,1a dose,81746
11/29/2021,1o reforco,193794
11/29/2021,2a dose ou unica,412653
11/29/2021,2o reforco,7
11/30/2021,1a dose,92068
11/30/2021,1o reforco,216563
11/30/2021,2a dose ou unica,446970
11/30/2021,2o reforco,6
12/1/2021,1a dose,80050
12/1/2021,1o reforco,172298
12/1/2021,2a dose ou unica,369496
12/1/2021,2o reforco,5
12/2/2021,1a dose,36099
12/2/2021,1o reforco,68988
12/2/2021,2a dose ou unica,187225
12/2/2021,2o reforco,17
12/3/2021,1a dose,52505
12/3/2021,1o reforco,105666
12/3/2021,2a dose ou unica,210086
12/3/2021,2o reforco,37
12/4/2021,1a dose,35337
12/4/2021,1o reforco,182000
12/4/2021,2a dose ou unica,144313
12/4/2021,2o reforco,2
12/5/2021,1a dose,6227
12/5/2021,1o reforco,22561
12/5/2021,2a dose ou unica,20607
12/6/2021,1a dose,81439
12/6/2021,1o reforco,181293
12/6/2021,2a dose ou unica,313521
12/6/2021,2o reforco,73
12/7/2021,1a dose,93549
12/7/2021,1o reforco,440955
12/7/2021,2a dose ou unica,358512
12/7/2021,2o reforco,284
12/8/2021,1a dose,52098
12/8/2021,1o reforco,139361
12/8/2021,2a dose ou unica,207145
12/8/2021,2o reforco,108
12/9/2021,1a dose,36254
12/9/2021,1o reforco,90985
12/9/2021,2a dose ou unica,123128
12/9/2021,2o reforco,144
12/10/2021,1a dose,46073
12/10/2021,1o reforco,147773
12/10/2021,2a dose ou unica,181324
12/10/2021,2o reforco,237
12/11/2021,1a dose,15968
12/11/2021,1o reforco,61499
12/11/2021,2a dose ou unica,58274
12/12/2021,1a dose,3339
12/12/2021,1o reforco,11914
12/12/2021,2a dose ou unica,10270
12/13/2021,1a dose,43805
12/13/2021,1o reforco,194843
12/13/2021,2a dose ou unica,171951
12/13/2021,2o reforco,232
12/14/2021,1a dose,56172
12/14/2021,1o reforco,465081
12/14/2021,2a dose ou unica,228204
12/14/2021,2o reforco,338
12/15/2021,1a dose,44110
12/15/2021,1o reforco,240180
12/15/2021,2a dose ou unica,194415
12/15/2021,2o reforco,630
12/16/2021,1a dose,40256
12/16/2021,1o reforco,257053
12/16/2021,2a dose ou unica,178023
12/16/2021,2o reforco,895
12/17/2021,1a dose,37351
12/17/2021,1o reforco,384817
12/17/2021,2a dose ou unica,193670
12/17/2021,2o reforco,1192
12/18/2021,1a dose,8264
12/18/2021,1o reforco,66766
12/18/2021,2a dose ou unica,41690
12/18/2021,2o reforco,765
12/19/2021,1a dose,1753
12/19/2021,1o reforco,23568
12/19/2021,2a dose ou unica,8851
12/19/2021,2o reforco,30
12/20/2021,1a dose,33465
12/20/2021,1o reforco,340653
12/20/2021,2a dose ou unica,160368
12/20/2021,2o reforco,1585
12/21/2021,1a dose,27806
12/21/2021,1o reforco,318064
12/21/2021,2a dose ou unica,143972
12/21/2021,2o reforco,1968
12/22/2021,1a dose,25178
12/22/2021,1o reforco,301394
12/22/2021,2a dose ou unica,130685
12/22/2021,2o reforco,2501
12/23/2021,1a dose,16800
12/23/2021,1o reforco,249191
12/23/2021,2a dose ou unica,92415
12/23/2021,2o reforco,995
12/24/2021,1a dose,916
12/24/2021,1o reforco,12956
12/24/2021,2a dose ou unica,4298
12/24/2021,2o reforco,107
12/25/2021,1a dose,111
12/25/2021,1o reforco,1251
12/25/2021,2a dose ou unica,444
12/26/2021,1a dose,294
12/26/2021,1o reforco,5579
12/26/2021,2a dose ou unica,1232
12/27/2021,1a dose,19060
12/27/2021,1o reforco,443924
12/27/2021,2a dose ou unica,96871
12/27/2021,2o reforco,714
12/28/2021,1a dose,25105
12/28/2021,1o reforco,540205
12/28/2021,2a dose ou unica,126795
12/28/2021,2o reforco,1148
12/29/2021,1a dose,19895
12/29/2021,1o reforco,324398
12/29/2021,2a dose ou unica,99357
12/29/2021,2o reforco,1645
12/30/2021,1a dose,14127
12/30/2021,1o reforco,207010
12/30/2021,2a dose ou unica,67073
12/30/2021,2o reforco,396
12/31/2021,1a dose,848
12/31/2021,1o reforco,19002
12/31/2021,2a dose ou unica,4230
12/31/2021,2o reforco,3
1/1/2022,1a dose,194
1/1/2022,1o reforco,1716
1/1/2022,2a dose ou unica,621
1/2/2022,1a dose,272
1/2/2022,1o reforco,3042
1/2/2022,2a dose ou unica,829
1/2/2022,2o reforco,4
1/3/2022,1a dose,21333
1/3/2022,1o reforco,458118
1/3/2022,2a dose ou unica,93372
1/3/2022,2o reforco,637
1/4/2022,1a dose,29605
1/4/2022,1o reforco,710665
1/4/2022,2a dose ou unica,135665
1/4/2022,2o reforco,1822
1/5/2022,1a dose,24370
1/5/2022,1o reforco,454889
1/5/2022,2a dose ou unica,109100
1/5/2022,2o reforco,3365
1/6/2022,1a dose,24791
1/6/2022,1o reforco,470249
1/6/2022,2a dose ou unica,109809
1/6/2022,2o reforco,2848
1/7/2022,1a dose,24759
1/7/2022,1o reforco,416652
1/7/2022,2a dose ou unica,99196
1/7/2022,2o reforco,1301
1/8/2022,1a dose,4432
1/8/2022,1o reforco,101768
1/8/2022,2a dose ou unica,19462
1/8/2022,2o reforco,299
1/9/2022,1a dose,721
1/9/2022,1o reforco,17284
1/9/2022,2a dose ou unica,2800
1/9/2022,2o reforco,33
1/10/2022,1a dose,33410
1/10/2022,1o reforco,745534
1/10/2022,2a dose ou unica,123980
1/10/2022,2o reforco,1733
1/11/2022,1a dose,31370
1/11/2022,1o reforco,707971
1/11/2022,2a dose ou unica,122577
1/11/2022,2o reforco,2222
1/12/2022,1a dose,21767
1/12/2022,1o reforco,388746
1/12/2022,2a dose ou unica,87563
1/12/2022,2o reforco,40
1/13/2022,1a dose,27410
1/13/2022,1o reforco,620587
1/13/2022,2a dose ou unica,103435
1/13/2022,2o reforco,56
1/14/2022,1a dose,4593
1/14/2022,1o reforco,100249
1/14/2022,2a dose ou unica,15928
